Discover,2018-05-14T07:57:39.242,0,1,Player1,blue,member
Move,2018-05-14T07:57:39.317,0,1,Player1,blue,member
Discover,2018-05-14T07:57:39.344,0,1,Player1,blue,member
Move,2018-05-14T07:57:39.423,0,1,Player1,blue,member
Discover,2018-05-14T07:57:39.469,0,1,Player1,blue,member
Move,2018-05-14T07:57:39.547,0,1,Player1,blue,member
Discover,2018-05-14T07:57:39.593,0,1,Player1,blue,member
Move,2018-05-14T07:57:39.673,0,1,Player1,blue,member
Discover,2018-05-14T07:57:39.719,0,1,Player1,blue,member
Move,2018-05-14T07:57:39.796,0,1,Player1,blue,member
Discover,2018-05-14T07:57:39.846,0,1,Player1,blue,member
Move,2018-05-14T07:57:39.924,0,1,Player1,blue,member
Discover,2018-05-14T07:57:39.970,0,1,Player1,blue,member
Move,2018-05-14T07:57:40.048,0,1,Player1,blue,member
Discover,2018-05-14T07:57:40.173,0,1,Player1,blue,member
Move,2018-05-14T07:57:40.243,0,1,Player1,blue,member
Discover,2018-05-14T07:57:40.283,0,1,Player1,blue,member
Move,2018-05-14T07:57:40.362,0,1,Player1,blue,member
Discover,2018-05-14T07:57:40.408,0,1,Player1,blue,member
Move,2018-05-14T07:57:40.487,0,1,Player1,blue,member
Discover,2018-05-14T07:57:40.533,0,1,Player1,blue,member
Move,2018-05-14T07:57:40.600,0,1,Player1,blue,member
Discover,2018-05-14T07:57:40.630,0,1,Player1,blue,member
Move,2018-05-14T07:57:40.706,0,1,Player1,blue,member
Discover,2018-05-14T07:57:40.751,0,1,Player1,blue,member
Move,2018-05-14T07:57:40.829,0,1,Player1,blue,member
Discover,2018-05-14T07:57:40.875,0,1,Player1,blue,member
Move,2018-05-14T07:57:40.954,0,1,Player1,blue,member
Discover,2018-05-14T07:57:41.001,0,1,Player1,blue,member
Move,2018-05-14T07:57:41.079,0,1,Player1,blue,member
Discover,2018-05-14T07:57:41.125,0,1,Player1,blue,member
Move,2018-05-14T07:57:41.205,0,1,Player1,blue,member
Discover,2018-05-14T07:57:41.252,0,1,Player1,blue,member
Move,2018-05-14T07:57:41.329,0,1,Player1,blue,member
Discover,2018-05-14T07:57:41.375,0,1,Player1,blue,member
Move,2018-05-14T07:57:41.455,0,1,Player1,blue,member
Discover,2018-05-14T07:57:41.501,0,1,Player1,blue,member
Move,2018-05-14T07:57:41.591,0,1,Player1,blue,member
Discover,2018-05-14T07:57:41.639,0,1,Player1,blue,member
Move,2018-05-14T07:57:41.712,0,1,Player1,blue,member
Discover,2018-05-14T07:57:41.732,0,1,Player1,blue,member
Move,2018-05-14T07:57:41.793,0,1,Player1,blue,member
PickUpPiece,2018-05-14T07:57:41.812,0,1,Player1,blue,member
TestPiece,2018-05-14T07:57:41.832,0,1,Player1,blue,member
DestroyPiece,2018-05-14T07:57:41.897,0,1,Player1,blue,member
Discover,2018-05-14T07:57:41.984,0,1,Player1,blue,member
Move,2018-05-14T07:57:42.063,0,1,Player1,blue,member
Discover,2018-05-14T07:57:42.109,0,1,Player1,blue,member
Move,2018-05-14T07:57:42.188,0,1,Player1,blue,member
Discover,2018-05-14T07:57:42.234,0,1,Player1,blue,member
Move,2018-05-14T07:57:42.292,0,1,Player1,blue,member
Discover,2018-05-14T07:57:42.314,0,1,Player1,blue,member
Move,2018-05-14T07:57:42.372,0,1,Player1,blue,member
Discover,2018-05-14T07:57:42.409,0,1,Player1,blue,member
Move,2018-05-14T07:57:42.487,0,1,Player1,blue,member
Discover,2018-05-14T07:57:42.534,0,1,Player1,blue,member
Move,2018-05-14T07:57:42.612,0,1,Player1,blue,member
Discover,2018-05-14T07:57:42.658,0,1,Player1,blue,member
Move,2018-05-14T07:57:42.715,0,1,Player1,blue,member
Discover,2018-05-14T07:57:42.737,0,1,Player1,blue,member
Move,2018-05-14T07:57:42.795,0,1,Player1,blue,member
Discover,2018-05-14T07:57:42.836,0,1,Player1,blue,member
Move,2018-05-14T07:57:42.915,0,1,Player1,blue,member
Discover,2018-05-14T07:57:42.961,0,1,Player1,blue,member
Move,2018-05-14T07:57:43.040,0,1,Player1,blue,member
Discover,2018-05-14T07:57:43.087,0,1,Player1,blue,member
Move,2018-05-14T07:57:43.165,0,1,Player1,blue,member
Discover,2018-05-14T07:57:43.211,0,1,Player1,blue,member
Move,2018-05-14T07:57:43.268,0,1,Player1,blue,member
Discover,2018-05-14T07:57:43.288,0,1,Player1,blue,member
Move,2018-05-14T07:57:43.370,0,1,Player1,blue,member
Discover,2018-05-14T07:57:43.415,0,1,Player1,blue,member
Move,2018-05-14T07:57:43.494,0,1,Player1,blue,member
Discover,2018-05-14T07:57:43.540,0,1,Player1,blue,member
Move,2018-05-14T07:57:43.619,0,1,Player1,blue,member
Discover,2018-05-14T07:57:43.669,0,1,Player1,blue,member
Move,2018-05-14T07:57:43.744,0,1,Player1,blue,member
Discover,2018-05-14T07:57:43.793,0,1,Player1,blue,member
Move,2018-05-14T07:57:43.869,0,1,Player1,blue,member
Discover,2018-05-14T07:57:43.915,0,1,Player1,blue,member
Move,2018-05-14T07:57:43.994,0,1,Player1,blue,member
Discover,2018-05-14T07:57:44.041,0,1,Player1,blue,member
Move,2018-05-14T07:57:44.119,0,1,Player1,blue,member
Discover,2018-05-14T07:57:44.168,0,1,Player1,blue,member
Move,2018-05-14T07:57:44.243,0,1,Player1,blue,member
Discover,2018-05-14T07:57:44.290,0,1,Player1,blue,member
Move,2018-05-14T07:57:44.369,0,1,Player1,blue,member
Discover,2018-05-14T07:57:44.415,0,1,Player1,blue,member
Move,2018-05-14T07:57:44.494,0,1,Player1,blue,member
Discover,2018-05-14T07:57:44.540,0,1,Player1,blue,member
Move,2018-05-14T07:57:44.619,0,1,Player1,blue,member
Discover,2018-05-14T07:57:44.665,0,1,Player1,blue,member
Move,2018-05-14T07:57:44.723,0,1,Player1,blue,member
Discover,2018-05-14T07:57:44.742,0,1,Player1,blue,member
Move,2018-05-14T07:57:44.820,0,1,Player1,blue,member
Discover,2018-05-14T07:57:44.866,0,1,Player1,blue,member
Move,2018-05-14T07:57:44.944,0,1,Player1,blue,member
Discover,2018-05-14T07:57:44.990,0,1,Player1,blue,member
Move,2018-05-14T07:57:45.069,0,1,Player1,blue,member
Discover,2018-05-14T07:57:45.116,0,1,Player1,blue,member
Move,2018-05-14T07:57:45.195,0,1,Player1,blue,member
Discover,2018-05-14T07:57:45.240,0,1,Player1,blue,member
Move,2018-05-14T07:57:45.319,0,1,Player1,blue,member
Discover,2018-05-14T07:57:45.365,0,1,Player1,blue,member
Move,2018-05-14T07:57:45.444,0,1,Player1,blue,member
Discover,2018-05-14T07:57:45.490,0,1,Player1,blue,member
Move,2018-05-14T07:57:45.570,0,1,Player1,blue,member
Discover,2018-05-14T07:57:45.616,0,1,Player1,blue,member
Move,2018-05-14T07:57:45.694,0,1,Player1,blue,member
Discover,2018-05-14T07:57:45.740,0,1,Player1,blue,member
Move,2018-05-14T07:57:45.817,0,1,Player1,blue,member
Discover,2018-05-14T07:57:45.866,0,1,Player1,blue,member
Move,2018-05-14T07:57:45.944,0,1,Player1,blue,member
Discover,2018-05-14T07:57:45.990,0,1,Player1,blue,member
Move,2018-05-14T07:57:46.069,0,1,Player1,blue,member
Discover,2018-05-14T07:57:46.107,0,1,Player1,blue,member
Move,2018-05-14T07:57:46.164,0,1,Player1,blue,member
Discover,2018-05-14T07:57:46.185,0,1,Player1,blue,member
Move,2018-05-14T07:57:46.266,0,1,Player1,blue,member
Discover,2018-05-14T07:57:46.311,0,1,Player1,blue,member
Move,2018-05-14T07:57:46.390,0,1,Player1,blue,member
Discover,2018-05-14T07:57:46.437,0,1,Player1,blue,member
Move,2018-05-14T07:57:46.516,0,1,Player1,blue,member
Discover,2018-05-14T07:57:46.562,0,1,Player1,blue,member
Move,2018-05-14T07:57:46.642,0,1,Player1,blue,member
Discover,2018-05-14T07:57:46.687,0,1,Player1,blue,member
Move,2018-05-14T07:57:46.765,0,1,Player1,blue,member
Discover,2018-05-14T07:57:46.815,0,1,Player1,blue,member
Move,2018-05-14T07:57:46.890,0,1,Player1,blue,member
Discover,2018-05-14T07:57:46.937,0,1,Player1,blue,member
Move,2018-05-14T07:57:47.016,0,1,Player1,blue,member
Discover,2018-05-14T07:57:47.062,0,1,Player1,blue,member
Move,2018-05-14T07:57:47.141,0,1,Player1,blue,member
Discover,2018-05-14T07:57:47.187,0,1,Player1,blue,member
Move,2018-05-14T07:57:47.266,0,1,Player1,blue,member
Discover,2018-05-14T07:57:47.312,0,1,Player1,blue,member
Move,2018-05-14T07:57:47.390,0,1,Player1,blue,member
Discover,2018-05-14T07:57:47.436,0,1,Player1,blue,member
Move,2018-05-14T07:57:47.520,0,1,Player1,blue,member
Discover,2018-05-14T07:57:47.563,0,1,Player1,blue,member
Move,2018-05-14T07:57:47.640,0,1,Player1,blue,member
Discover,2018-05-14T07:57:47.687,0,1,Player1,blue,member
Move,2018-05-14T07:57:47.766,0,1,Player1,blue,member
Discover,2018-05-14T07:57:47.816,0,1,Player1,blue,member
Move,2018-05-14T07:57:47.890,0,1,Player1,blue,member
Discover,2018-05-14T07:57:47.936,0,1,Player1,blue,member
Move,2018-05-14T07:57:48.015,0,1,Player1,blue,member
Discover,2018-05-14T07:57:48.062,0,1,Player1,blue,member
Move,2018-05-14T07:57:48.141,0,1,Player1,blue,member
Discover,2018-05-14T07:57:48.187,0,1,Player1,blue,member
Move,2018-05-14T07:57:48.266,0,1,Player1,blue,member
Discover,2018-05-14T07:57:48.312,0,1,Player1,blue,member
Move,2018-05-14T07:57:48.390,0,1,Player1,blue,member
Discover,2018-05-14T07:57:48.437,0,1,Player1,blue,member
Move,2018-05-14T07:57:48.516,0,1,Player1,blue,member
Discover,2018-05-14T07:57:48.562,0,1,Player1,blue,member
Move,2018-05-14T07:57:48.642,0,1,Player1,blue,member
Discover,2018-05-14T07:57:48.686,0,1,Player1,blue,member
Move,2018-05-14T07:57:48.766,0,1,Player1,blue,member
Discover,2018-05-14T07:57:48.812,0,1,Player1,blue,member
Move,2018-05-14T07:57:48.891,0,1,Player1,blue,member
Discover,2018-05-14T07:57:48.936,0,1,Player1,blue,member
Move,2018-05-14T07:57:49.016,0,1,Player1,blue,member
Discover,2018-05-14T07:57:49.062,0,1,Player1,blue,member
Move,2018-05-14T07:57:49.141,0,1,Player1,blue,member
Discover,2018-05-14T07:57:49.187,0,1,Player1,blue,member
Move,2018-05-14T07:57:49.266,0,1,Player1,blue,member
Discover,2018-05-14T07:57:49.312,0,1,Player1,blue,member
Move,2018-05-14T07:57:49.391,0,1,Player1,blue,member
Discover,2018-05-14T07:57:49.436,0,1,Player1,blue,member
Move,2018-05-14T07:57:49.516,0,1,Player1,blue,member
Discover,2018-05-14T07:57:49.562,0,1,Player1,blue,member
Move,2018-05-14T07:57:49.640,0,1,Player1,blue,member
Discover,2018-05-14T07:57:49.671,0,1,Player1,blue,member
Move,2018-05-14T07:57:49.750,0,1,Player1,blue,member
Discover,2018-05-14T07:57:49.795,0,1,Player1,blue,member
Move,2018-05-14T07:57:49.875,0,1,Player1,blue,member
Discover,2018-05-14T07:57:49.921,0,1,Player1,blue,member
Move,2018-05-14T07:57:50.000,0,1,Player1,blue,member
Discover,2018-05-14T07:57:50.047,0,1,Player1,blue,member
Move,2018-05-14T07:57:50.125,0,1,Player1,blue,member
Discover,2018-05-14T07:57:50.171,0,1,Player1,blue,member
Move,2018-05-14T07:57:50.250,0,1,Player1,blue,member
Discover,2018-05-14T07:57:50.296,0,1,Player1,blue,member
Move,2018-05-14T07:57:50.375,0,1,Player1,blue,member
Discover,2018-05-14T07:57:50.421,0,1,Player1,blue,member
Move,2018-05-14T07:57:50.500,0,1,Player1,blue,member
Discover,2018-05-14T07:57:50.545,0,1,Player1,blue,member
Move,2018-05-14T07:57:50.626,0,1,Player1,blue,member
Discover,2018-05-14T07:57:50.671,0,1,Player1,blue,member
Move,2018-05-14T07:57:50.750,0,1,Player1,blue,member
Discover,2018-05-14T07:57:50.796,0,1,Player1,blue,member
Move,2018-05-14T07:57:50.875,0,1,Player1,blue,member
Discover,2018-05-14T07:57:50.921,0,1,Player1,blue,member
Move,2018-05-14T07:57:51.001,0,1,Player1,blue,member
Discover,2018-05-14T07:57:51.046,0,1,Player1,blue,member
Move,2018-05-14T07:57:51.125,0,1,Player1,blue,member
Discover,2018-05-14T07:57:51.172,0,1,Player1,blue,member
Move,2018-05-14T07:57:51.250,0,1,Player1,blue,member
Discover,2018-05-14T07:57:51.297,0,1,Player1,blue,member
Move,2018-05-14T07:57:51.375,0,1,Player1,blue,member
Discover,2018-05-14T07:57:51.420,0,1,Player1,blue,member
Move,2018-05-14T07:57:51.500,0,1,Player1,blue,member
Discover,2018-05-14T07:57:51.530,0,1,Player1,blue,member
Move,2018-05-14T07:57:51.609,0,1,Player1,blue,member
Discover,2018-05-14T07:57:51.640,0,1,Player1,blue,member
Move,2018-05-14T07:57:51.719,0,1,Player1,blue,member
Discover,2018-05-14T07:57:51.765,0,1,Player1,blue,member
Move,2018-05-14T07:57:51.844,0,1,Player1,blue,member
PickUpPiece,2018-05-14T07:57:51.890,0,1,Player1,blue,member
TestPiece,2018-05-14T07:57:51.921,0,1,Player1,blue,member
DestroyPiece,2018-05-14T07:57:52.000,0,1,Player1,blue,member
Discover,2018-05-14T07:57:52.077,0,1,Player1,blue,member
Move,2018-05-14T07:57:52.156,0,1,Player1,blue,member
Discover,2018-05-14T07:57:52.203,0,1,Player1,blue,member
Move,2018-05-14T07:57:52.281,0,1,Player1,blue,member
Discover,2018-05-14T07:57:52.327,0,1,Player1,blue,member
Move,2018-05-14T07:57:52.406,0,1,Player1,blue,member
Discover,2018-05-14T07:57:52.452,0,1,Player1,blue,member
Move,2018-05-14T07:57:52.531,0,1,Player1,blue,member
Discover,2018-05-14T07:57:52.562,0,1,Player1,blue,member
Move,2018-05-14T07:57:52.641,0,1,Player1,blue,member
Discover,2018-05-14T07:57:52.687,0,1,Player1,blue,member
Move,2018-05-14T07:57:52.766,0,1,Player1,blue,member
Discover,2018-05-14T07:57:52.812,0,1,Player1,blue,member
Move,2018-05-14T07:57:52.890,0,1,Player1,blue,member
Discover,2018-05-14T07:57:52.922,0,1,Player1,blue,member
Move,2018-05-14T07:57:52.999,0,1,Player1,blue,member
Discover,2018-05-14T07:57:53.030,0,1,Player1,blue,member
Move,2018-05-14T07:57:53.109,0,1,Player1,blue,member
Discover,2018-05-14T07:57:53.156,0,1,Player1,blue,member
Move,2018-05-14T07:57:53.234,0,1,Player1,blue,member
Discover,2018-05-14T07:57:53.281,0,1,Player1,blue,member
Move,2018-05-14T07:57:53.360,0,1,Player1,blue,member
Discover,2018-05-14T07:57:53.406,0,1,Player1,blue,member
Move,2018-05-14T07:57:53.485,0,1,Player1,blue,member
Discover,2018-05-14T07:57:53.531,0,1,Player1,blue,member
Move,2018-05-14T07:57:53.610,0,1,Player1,blue,member
Discover,2018-05-14T07:57:53.655,0,1,Player1,blue,member
Move,2018-05-14T07:57:53.734,0,1,Player1,blue,member
Discover,2018-05-14T07:57:53.781,0,1,Player1,blue,member
Move,2018-05-14T07:57:53.864,0,1,Player1,blue,member
PickUpPiece,2018-05-14T07:57:53.906,0,1,Player1,blue,member
TestPiece,2018-05-14T07:57:53.937,0,1,Player1,blue,member
DestroyPiece,2018-05-14T07:57:54.016,0,1,Player1,blue,member
Discover,2018-05-14T07:57:54.093,0,1,Player1,blue,member
Move,2018-05-14T07:57:54.172,0,1,Player1,blue,member
Discover,2018-05-14T07:57:54.218,0,1,Player1,blue,member
Move,2018-05-14T07:57:54.297,0,1,Player1,blue,member
Discover,2018-05-14T07:57:54.344,0,1,Player1,blue,member
Move,2018-05-14T07:57:54.422,0,1,Player1,blue,member
Discover,2018-05-14T07:57:54.468,0,1,Player1,blue,member
Move,2018-05-14T07:57:54.549,0,1,Player1,blue,member
Discover,2018-05-14T07:57:54.593,0,1,Player1,blue,member
Move,2018-05-14T07:57:54.672,0,1,Player1,blue,member
Discover,2018-05-14T07:57:54.719,0,1,Player1,blue,member
Move,2018-05-14T07:57:54.798,0,1,Player1,blue,member
Discover,2018-05-14T07:57:54.843,0,1,Player1,blue,member
Move,2018-05-14T07:57:54.922,0,1,Player1,blue,member
Discover,2018-05-14T07:57:54.953,0,1,Player1,blue,member
Move,2018-05-14T07:57:55.031,0,1,Player1,blue,member
Discover,2018-05-14T07:57:55.077,0,1,Player1,blue,member
Move,2018-05-14T07:57:55.156,0,1,Player1,blue,member
Discover,2018-05-14T07:57:55.203,0,1,Player1,blue,member
Move,2018-05-14T07:57:55.282,0,1,Player1,blue,member
Discover,2018-05-14T07:57:55.328,0,1,Player1,blue,member
Move,2018-05-14T07:57:55.406,0,1,Player1,blue,member
Discover,2018-05-14T07:57:55.437,0,1,Player1,blue,member
Move,2018-05-14T07:57:55.516,0,1,Player1,blue,member
Discover,2018-05-14T07:57:55.562,0,1,Player1,blue,member
Move,2018-05-14T07:57:55.641,0,1,Player1,blue,member
Discover,2018-05-14T07:57:55.672,0,1,Player1,blue,member
Move,2018-05-14T07:57:55.750,0,1,Player1,blue,member
Discover,2018-05-14T07:57:55.781,0,1,Player1,blue,member
Move,2018-05-14T07:57:55.864,0,1,Player1,blue,member
Discover,2018-05-14T07:57:55.906,0,1,Player1,blue,member
Move,2018-05-14T07:57:55.985,0,1,Player1,blue,member
Discover,2018-05-14T07:57:56.031,0,1,Player1,blue,member
Move,2018-05-14T07:57:56.110,0,1,Player1,blue,member
Discover,2018-05-14T07:57:56.155,0,1,Player1,blue,member
Move,2018-05-14T07:57:56.234,0,1,Player1,blue,member
Discover,2018-05-14T07:57:56.265,0,1,Player1,blue,member
Move,2018-05-14T07:57:56.344,0,1,Player1,blue,member
Discover,2018-05-14T07:57:56.390,0,1,Player1,blue,member
Move,2018-05-14T07:57:56.535,0,1,Player1,blue,member
Discover,2018-05-14T07:57:56.579,0,1,Player1,blue,member
Move,2018-05-14T07:57:56.656,0,1,Player1,blue,member
Discover,2018-05-14T07:57:56.687,0,1,Player1,blue,member
Move,2018-05-14T07:57:56.766,0,1,Player1,blue,member
Discover,2018-05-14T07:57:56.812,0,1,Player1,blue,member
Move,2018-05-14T07:57:56.891,0,1,Player1,blue,member
Discover,2018-05-14T07:57:56.937,0,1,Player1,blue,member
Move,2018-05-14T07:57:57.017,0,1,Player1,blue,member
Discover,2018-05-14T07:57:57.063,0,1,Player1,blue,member
Move,2018-05-14T07:57:57.141,0,1,Player1,blue,member
Discover,2018-05-14T07:57:57.172,0,1,Player1,blue,member
Move,2018-05-14T07:57:57.250,0,1,Player1,blue,member
Discover,2018-05-14T07:57:57.281,0,1,Player1,blue,member
Move,2018-05-14T07:57:57.360,0,1,Player1,blue,member
Discover,2018-05-14T07:57:57.406,0,1,Player1,blue,member
Move,2018-05-14T07:57:57.485,0,1,Player1,blue,member
Discover,2018-05-14T07:57:57.531,0,1,Player1,blue,member
Move,2018-05-14T07:57:57.610,0,1,Player1,blue,member
Discover,2018-05-14T07:57:57.655,0,1,Player1,blue,member
Move,2018-05-14T07:57:57.734,0,1,Player1,blue,member
Discover,2018-05-14T07:57:57.766,0,1,Player1,blue,member
Move,2018-05-14T07:57:57.844,0,1,Player1,blue,member
Discover,2018-05-14T07:57:57.890,0,1,Player1,blue,member
Move,2018-05-14T07:57:57.969,0,1,Player1,blue,member
Discover,2018-05-14T07:57:58.016,0,1,Player1,blue,member
Move,2018-05-14T07:57:58.094,0,1,Player1,blue,member
Discover,2018-05-14T07:57:58.140,0,1,Player1,blue,member
Move,2018-05-14T07:57:58.219,0,1,Player1,blue,member
Discover,2018-05-14T07:57:58.251,0,1,Player1,blue,member
Move,2018-05-14T07:57:58.329,0,1,Player1,blue,member
Discover,2018-05-14T07:57:58.375,0,1,Player1,blue,member
Move,2018-05-14T07:57:58.454,0,1,Player1,blue,member
Discover,2018-05-14T07:57:58.500,0,1,Player1,blue,member
Move,2018-05-14T07:57:58.579,0,1,Player1,blue,member
Discover,2018-05-14T07:57:58.625,0,1,Player1,blue,member
Move,2018-05-14T07:57:58.703,0,1,Player1,blue,member
Discover,2018-05-14T07:57:58.749,0,1,Player1,blue,member
Move,2018-05-14T07:57:58.828,0,1,Player1,blue,member
Discover,2018-05-14T07:57:58.863,0,1,Player1,blue,member
Move,2018-05-14T07:57:58.938,0,1,Player1,blue,member
Discover,2018-05-14T07:57:58.968,0,1,Player1,blue,member
Move,2018-05-14T07:57:59.047,0,1,Player1,blue,member
Discover,2018-05-14T07:57:59.078,0,1,Player1,blue,member
Move,2018-05-14T07:57:59.253,0,1,Player1,blue,member
Discover,2018-05-14T07:57:59.296,0,1,Player1,blue,member
Move,2018-05-14T07:57:59.375,0,1,Player1,blue,member
Discover,2018-05-14T07:57:59.421,0,1,Player1,blue,member
Move,2018-05-14T07:57:59.500,0,1,Player1,blue,member
Discover,2018-05-14T07:57:59.546,0,1,Player1,blue,member
Move,2018-05-14T07:57:59.625,0,1,Player1,blue,member
Discover,2018-05-14T07:57:59.655,0,1,Player1,blue,member
Move,2018-05-14T07:57:59.734,0,1,Player1,blue,member
Discover,2018-05-14T07:57:59.765,0,1,Player1,blue,member
Move,2018-05-14T07:57:59.844,0,1,Player1,blue,member
Discover,2018-05-14T07:57:59.874,0,1,Player1,blue,member
Move,2018-05-14T07:57:59.954,0,1,Player1,blue,member
Discover,2018-05-14T07:57:59.999,0,1,Player1,blue,member
Move,2018-05-14T07:58:00.079,0,1,Player1,blue,member
Discover,2018-05-14T07:58:00.124,0,1,Player1,blue,member
Move,2018-05-14T07:58:00.203,0,1,Player1,blue,member
Discover,2018-05-14T07:58:00.234,0,1,Player1,blue,member
Move,2018-05-14T07:58:00.313,0,1,Player1,blue,member
Discover,2018-05-14T07:58:00.358,0,1,Player1,blue,member
Move,2018-05-14T07:58:00.438,0,1,Player1,blue,member
Discover,2018-05-14T07:58:00.468,0,1,Player1,blue,member
Move,2018-05-14T07:58:00.610,0,1,Player1,blue,member
Discover,2018-05-14T07:58:00.655,0,1,Player1,blue,member
Move,2018-05-14T07:58:00.734,0,1,Player1,blue,member
Discover,2018-05-14T07:58:00.765,0,1,Player1,blue,member
Move,2018-05-14T07:58:00.845,0,1,Player1,blue,member
Discover,2018-05-14T07:58:00.890,0,1,Player1,blue,member
Move,2018-05-14T07:58:00.969,0,1,Player1,blue,member
Discover,2018-05-14T07:58:00.999,0,1,Player1,blue,member
Move,2018-05-14T07:58:01.078,0,1,Player1,blue,member
Discover,2018-05-14T07:58:01.109,0,1,Player1,blue,member
Move,2018-05-14T07:58:01.187,0,1,Player1,blue,member
Discover,2018-05-14T07:58:01.218,0,1,Player1,blue,member
Move,2018-05-14T07:58:01.297,0,1,Player1,blue,member
Discover,2018-05-14T07:58:01.328,0,1,Player1,blue,member
Move,2018-05-14T07:58:01.406,0,1,Player1,blue,member
Discover,2018-05-14T07:58:01.437,0,1,Player1,blue,member
Move,2018-05-14T07:58:01.516,0,1,Player1,blue,member
Discover,2018-05-14T07:58:01.562,0,1,Player1,blue,member
Move,2018-05-14T07:58:01.640,0,1,Player1,blue,member
Discover,2018-05-14T07:58:01.671,0,1,Player1,blue,member
Move,2018-05-14T07:58:01.750,0,1,Player1,blue,member
Discover,2018-05-14T07:58:01.781,0,1,Player1,blue,member
Move,2018-05-14T07:58:01.833,0,1,Player1,blue,member
Discover,2018-05-14T07:58:01.854,0,1,Player1,blue,member
Move,2018-05-14T07:58:01.935,0,1,Player1,blue,member
Discover,2018-05-14T07:58:01.965,0,1,Player1,blue,member
Move,2018-05-14T07:58:02.045,0,1,Player1,blue,member
Discover,2018-05-14T07:58:02.091,0,1,Player1,blue,member
Move,2018-05-14T07:58:02.170,0,1,Player1,blue,member
Discover,2018-05-14T07:58:02.200,0,1,Player1,blue,member
Move,2018-05-14T07:58:02.280,0,1,Player1,blue,member
Discover,2018-05-14T07:58:02.325,0,1,Player1,blue,member
Move,2018-05-14T07:58:02.404,0,1,Player1,blue,member
Discover,2018-05-14T07:58:02.434,0,1,Player1,blue,member
Move,2018-05-14T07:58:02.513,0,1,Player1,blue,member
Discover,2018-05-14T07:58:02.544,0,1,Player1,blue,member
Move,2018-05-14T07:58:02.623,0,1,Player1,blue,member
Discover,2018-05-14T07:58:02.653,0,1,Player1,blue,member
Move,2018-05-14T07:58:02.731,0,1,Player1,blue,member
Discover,2018-05-14T07:58:02.762,0,1,Player1,blue,member
Move,2018-05-14T07:58:02.842,0,1,Player1,blue,member
Discover,2018-05-14T07:58:02.887,0,1,Player1,blue,member
Move,2018-05-14T07:58:02.966,0,1,Player1,blue,member
Discover,2018-05-14T07:58:02.997,0,1,Player1,blue,member
Move,2018-05-14T07:58:03.076,0,1,Player1,blue,member
Discover,2018-05-14T07:58:03.122,0,1,Player1,blue,member
Move,2018-05-14T07:58:03.200,0,1,Player1,blue,member
Discover,2018-05-14T07:58:03.231,0,1,Player1,blue,member
Move,2018-05-14T07:58:03.310,0,1,Player1,blue,member
Discover,2018-05-14T07:58:03.341,0,1,Player1,blue,member
Move,2018-05-14T07:58:03.419,0,1,Player1,blue,member
