ConfirmGameRegistration,2018-05-17T01:25:57.220,0,,,,
ConfirmGameRegistration,2018-05-17T01:33:22.875,0,,,,
ConfirmGameRegistration,2018-05-17T01:39:26.397,0,,,,
ConfirmGameRegistration,2018-05-17T02:03:55.184,0,,,,
ConfirmGameRegistration,2018-05-17T02:04:57.882,0,,,,
ConfirmGameRegistration,2018-05-17T10:43:48.913,0,,,,
JoinGame,2018-05-17T10:55:15.670,0,,,,
JoinGame,2018-05-17T10:55:21.780,0,,,,
JoinGame,2018-05-17T10:55:24.031,0,,,,
ConfirmGameRegistration,2018-05-17T11:03:33.956,0,,,,
ConfirmGameRegistration,2018-05-17T11:20:28.100,0,,,,
ConfirmGameRegistration,2018-05-17T11:39:15.538,0,,,,
JoinGame,2018-05-17T11:39:33.944,0,,,,
JoinGame,2018-05-17T11:39:34.856,0,0,Player0,red,member
ConfirmGameRegistration,2018-05-17T11:44:37.497,0,,,,
JoinGame,2018-05-17T11:45:03.151,0,,,,
JoinGame,2018-05-17T11:45:04.146,0,0,Player0,red,member
ConfirmGameRegistration,2018-05-17T11:59:40.564,0,,,,
JoinGame,2018-05-17T12:00:07.894,0,,,,
ConfirmGameRegistration,2018-05-17T12:16:18.365,0,,,,
JoinGame,2018-05-17T12:16:29.972,0,,,,
ConfirmGameRegistration,2018-05-17T17:41:29.605,0,,,,
JoinGame,2018-05-17T17:41:35.908,0,,,,
JoinGame,2018-05-17T17:41:49.893,0,0,Player0,blue,member
JoinGame,2018-05-17T17:42:02.180,0,0,Player0,blue,member
JoinGame,2018-05-17T17:42:03.920,0,0,Player0,blue,member
ConfirmGameRegistration,2018-05-17T19:33:29.956,0,,,,
JoinGame,2018-05-17T19:33:33.372,0,,,,
JoinGame,2018-05-17T19:33:35.521,0,0,Player0,blue,member
JoinGame,2018-05-17T19:33:47.395,0,0,Player0,blue,member
JoinGame,2018-05-17T19:33:49.565,0,0,Player0,blue,member
JoinGame,2018-05-17T19:34:01.466,0,0,Player0,blue,member
JoinGame,2018-05-17T19:34:03.622,0,0,Player0,blue,member
ConfirmGameRegistration,2018-05-17T19:48:13.354,0,,,,
JoinGame,2018-05-17T19:48:14.294,0,,,,
JoinGame,2018-05-17T19:48:15.025,0,0,Player0,blue,member
JoinGame,2018-05-17T19:48:28.327,0,0,Player0,blue,member
JoinGame,2018-05-17T19:48:29.828,0,0,Player0,blue,member
JoinGame,2018-05-17T19:48:42.390,0,0,Player0,blue,member
JoinGame,2018-05-17T19:48:43.870,0,0,Player0,blue,member
ConfirmGameRegistration,2018-05-17T22:24:25.584,0,,,,
ConfirmGameRegistration,2018-05-17T22:41:47.551,0,,,,
JoinGame,2018-05-17T22:41:49.263,0,,,,
ConfirmGameRegistration,2018-05-18T09:08:26.212,0,,,,
ConfirmGameRegistration,2018-05-18T09:11:50.153,0,,,,
ConfirmGameRegistration,2018-05-18T09:16:11.983,0,,,,
JoinGame,2018-05-18T09:16:18.722,0,,,,
JoinGame,2018-05-18T09:16:19.536,0,,,,
ConfirmGameRegistration,2018-05-18T10:01:12.356,0,,,,
JoinGame,2018-05-18T10:01:25.070,0,,,,
JoinGame,2018-05-18T10:01:25.985,0,,,,
PlayerDisconnected,2018-05-18T10:03:30.717,0,2,1of9dl2q-ia1b-asnk-zi0d-cml063x7,blue,member
ConfirmGameRegistration,2018-05-18T10:04:26.826,0,,,,
JoinGame,2018-05-18T10:05:44.344,0,,,,
PlayerDisconnected,2018-05-18T10:14:49.874,0,1,idq1xpm7-dxbi-l9yx-kwzz-8dfn2g2l,red,member
